# rmse: 0.02652 eV/angs   mae: 0.01967 eV/angs
#  True Forces           Predicted Forces
  -0.25160075131966475048    -0.30166323763232638644
  -0.11666220241644797984    -0.06878783588224315904
  -0.73881292335530168724    -0.76471867328388487550
   0.08141918423249767944     0.07434707731304839029
   0.38222519174245728202     0.38872675842060222529
   0.07943726773243761641     0.09046278243133067110
   0.46163065513704515386     0.42105052980063611967
   0.84452493166262965207     0.87213779395320956134
  -0.04434516271298707263    -0.01221172494097926518
   0.36063490821814897513     0.39602852620721762378
   0.02390310183099682989     0.02013856338130957935
   0.35649781468692082198     0.38325581309507256167
  -0.47870438700649553532    -0.48402566025040250075
  -0.41878430431224900055    -0.39439626875345057400
   0.02332613933706080556     0.01788591520668489712
   0.41547054055321108734     0.44908217009985540447
  -0.22227204909340797512    -0.21975365793313020313
  -0.24453914548432087450    -0.21240793380591596606
  -0.06315506693743261346    -0.03690730429473420421
  -0.26097436366769399818    -0.20437442970697219935
  -0.11191200190841076034    -0.12211871777218077928
   0.31224704981947726257     0.30460447075605068257
   0.67806427279189218638     0.68227286829912903166
  -0.06212426617327253958    -0.10699129903457513247
  -1.05906162529033820441    -0.93597250942400300744
   0.03730992738138064202     0.02331690053577515839
   1.02942114082183144852     0.85084683740663569207
   0.10477948159097776049     0.10418401584614239708
  -0.27930854363155044329    -0.29396385332239599597
   0.48815594421220065424     0.44807030346621429251
  -0.36298625723880029170    -0.34747758889152557948
  -0.08816861148113290525    -0.10683539859173617204
  -0.26163066551304275942    -0.24054721323813588185
   0.01770137784151169791     0.03317394098368937894
   0.36090645557463923998     0.34354770089201858152
   0.27632853024266512687     0.27328675681807595987
  -0.22320884524017436945    -0.25005326013011047737
  -0.50955540235873120203    -0.51883311821077193748
  -0.15344737161871721542    -0.15445924056613458131
   0.59268878763117238684     0.62180187930560526510
   0.61012237709126393437     0.54622565354857255393
  -0.04031994264212575979    -0.00846052764618789033
   0.78170624245448228073     0.63829229465729198090
  -0.31781610743275207076    -0.29361740548393344685
  -1.36317875405609845174    -1.21083857601778333013
   0.15842864895957911586     0.17278009426548124328
   0.03366498002729088196     0.04147061199156836658
   0.30397966717146474025     0.31945270936772457437
  -0.15912822816753596777    -0.15715872644261061342
  -0.28254315589042733325    -0.25348690485920460924
  -1.03470376100751937365    -1.05908115568965799369
  -0.34403893759710324485    -0.33162571299926435486
   0.58575245992091418135     0.56290018989638146429
   0.35378088882163799545     0.30268180876126266066
   0.28056085299943894773     0.27608765549707192655
  -0.06074703188634567042    -0.03451348723499821081
   0.07824269874123546131     0.11300440520728570470
  -0.23065055081010793492    -0.23042618884390214662
   0.00360960655637785482    -0.02198399035289066300
   0.36949908053145069653     0.35228862761489931898
  -0.27135155129878985036    -0.25762355519317786667
  -0.46752536567917513111    -0.47386138229741325834
   0.09588717140815924966     0.10294285847048013915
  -0.12536308980147925496    -0.11079635207828700261
  -0.40319999041386272998    -0.40772392532489193373
  -0.23136140380985797949    -0.21702759480229616429
  -0.10464744949473825386    -0.11538477856018673762
   0.24830130248849224817     0.27891181557599253882
   0.31429594917777903262     0.32648464646478558837
   0.23140256156823654776     0.20953447828399107689
   0.19690182254515131710     0.16360307495392964472
  -0.18972548154320428848    -0.21099619943240427444
   0.37722772827867578904     0.36781436754042784454
   0.19380931514717758546     0.18498785244546117612
   0.41746782551550198903     0.41228815434380783334
  -0.25574142297405833002    -0.24208479471738325595
  -0.23996730356780343607    -0.25526806936589319097
   0.05502227075547276580     0.05512402690633130126
   0.14108520852590564210     0.11100890271710005253
  -0.24041177207789074521    -0.27834982237441052710
   0.00411847506325394019     0.01388845071826183553
  -0.25679036830983648088    -0.29618088110427676085
   0.41791402636001695470     0.44512084581047917098
   0.02112032571589278485     0.04626796510323226419
  -0.04951333115870139301    -0.04988699168281819640
  -0.21838400646865385735    -0.20683542228409410035
   0.30046250752575615062     0.31009589614995464180
   0.12166210835701221638     0.14653933466626931081
   0.02357839425346245146     0.01307101529632369308
   0.02595474570757028143     0.01279531852296794323
  -0.38584846392703875395    -0.35162047214265024220
  -0.77833861613199328833    -0.81015138551183407678
   0.02571803546229081694     0.00408437222605869538
   0.18314499040491794002     0.17256435736086528365
   0.26407066113595767387     0.27630453846268504536
  -0.14261559880571664238    -0.11535441774951904481
   0.05847603867828427004     0.00907079021992790446
   0.67359244714832089418     0.69312340617518231056
   0.27119216623741160266     0.22912304251015572221
   0.26621173244576007422     0.27774895789096187837
  -0.02276941298870221661    -0.00703675284322495542
   0.23204191803330390109     0.25451695995764761493
  -0.01433385056712564373    -0.04320427295565328063
  -0.08727783572436821624    -0.06016105900804534501
  -0.00052314116220589062     0.01134156371574433081
  -0.36700684041265707602    -0.33385170432967725684
   0.45104669789528023527     0.45493685688896251529
  -0.43774764521527043115    -0.48511682914951848034
   0.74479234245868874975     0.68684107464341659366
  -0.77905709097411746100    -0.66695327327645670401
  -0.04961330722991948855    -0.02764376353735554723
  -0.25657235748473367076    -0.27765517292787444958
   0.19823599550790407808     0.16444365616098363669
   0.03207203894612596640     0.01789532920173748237
   0.24832506889106903403     0.27258158762186257551
   0.10257806804821047175     0.10317698389294960304
  -0.01920892077137729970     0.01239620880677980153
  -0.13996792609567210164    -0.09443648263130914600
   0.12648497231878985669     0.16101127540685886141
  -0.29543387076757415821    -0.31359937494076334241
  -0.00047812746999589990    -0.01737251777364094696
  -0.48471061662297593164    -0.48684227779576150219
  -0.15291863439521446999    -0.15285324000353689433
  -0.07840464065747121403    -0.09528770561360129510
  -0.09746958135088998332    -0.13401972990954541531
   0.22467528985054052715     0.25010876952283422892
  -0.75164204599196571266    -0.76357727277795084397
  -0.44812970900125054241    -0.42581524123842645624
   0.18128465656129563732     0.16593645252344482732
   0.48696275207618811010     0.46460781414583740556
   0.14675640550609680979     0.10080987502873407780
   0.29238133658801973569     0.29888662338425792120
   0.55814611324768814704     0.56431252950316546091
  -0.21763063865871482006    -0.20634806427039215082
  -0.21504786380611595753    -0.22286318968370844029
  -0.63626963492734578409    -0.66240654280200828019
   0.08830645165331635349     0.10147972338482756649
  -0.51794581197834155262    -0.49519606726240894545
   0.44042239529886617611     0.41462112254947453005
   0.05564410650028976668     0.06961143543268949463
   0.21817164872269470544     0.25234652846741889576
  -0.04702538956445648233    -0.01747630267704821522
  -0.08805476988722506226    -0.11294804013456077874
  -0.09814675169429544488    -0.11353436136199987483
   0.51375228882967249877     0.47422911004377454880
  -0.37711319105653628991    -0.34288520574716696565
  -0.41704286084174774230    -0.38620861347502333238
   0.17375341486847828421     0.17685827497815365117
   0.17790382175235169848     0.16684924570672376998
   0.35737792502427906394     0.37007509265509946905
   0.47432057336249616730     0.45749483913472754892
   0.23466383073129809533     0.23524954032355271938
  -0.31366388284628821115    -0.33293020971954156995
  -0.11878710697585925793    -0.15526086475691272537
   0.09049721588837371378     0.07505394574363594140
   0.09286488541744568337     0.06637237779100227386
  -0.55294681090455766181    -0.55982234186851120850
  -0.04996668246207036646    -0.07267351401918983878
   0.29341759875122030987     0.29643553157935603748
  -0.22384436612158584157    -0.17566318317871834620
  -0.52261222669428464283    -0.58405475858085587060
  -0.14079786929362492209    -0.14354884177079116347
  -0.25316663753513551915    -0.21104973378127320216
  -0.02773980241977103134    -0.01587510235980603424
   0.27867345011263200405     0.27043664810710327240
  -0.51861103613662162815    -0.42313196899892346892
   1.00154554980814336496     0.94291091895315926052
   0.52409144261654783126     0.52129334332263144169
   0.30397092110934748055     0.29620292733827424669
   0.28629234188272278949     0.28734458327678741307
   0.02578098964907022533     0.02796540075799072364
  -0.04452830773482786830    -0.06854841330106017927
   0.26654326391853472300     0.23884919678507093854
  -0.21175690728965196330    -0.19586860116066662219
  -0.29230699705155671619    -0.25541206874814337269
   0.26655877559724722170     0.25371877268072984268
  -0.21950786054807680525    -0.21306176138290361388
  -0.28116218013741606230    -0.24323179898721616898
  -0.59726542279861272178    -0.60262942674808250842
   0.05212869284509328432     0.02987997254006653086
   0.10053729531084942828     0.05774946654788191275
   0.00298956865138401851     0.05795356533076669037
  -0.25259355349989298656    -0.25728864918753791002
   0.06984237522639236140     0.12456896750341828195
  -0.16895444694366856808    -0.13766837367281287152
  -0.34367384616201157588    -0.39894513706933448782
  -0.14644323631362829441    -0.13952971608858283359
  -0.01886545014822281485    -0.00679657311223499580
   0.47243842334063695931     0.51614914023339220073
   0.28398418027885319326     0.26003208847655989722
  -0.18202263507686014532    -0.24381111699669108517
   0.13703026480529367781     0.14750460702081116815
   0.00090171199726835245    -0.00442229132083315352
  -0.05084264829411152403    -0.05518486409195118986
  -0.53380284013228229689    -0.51602420902399859237
   0.01976847219490706839     0.03240260708479134055
   0.09210896051385977779     0.07297845506280345451
  -0.07630475993397420331    -0.09189234473622373556
  -0.15302328303103324147    -0.16516842384089794327
  -0.56693917740353405588    -0.58329744980901776508
   0.28261882751210221087     0.29803415827573026542
  -0.06300194228100014504    -0.05819311380474562201
   0.12678516064968708976     0.15613321343434222177
  -0.07231352279698975705    -0.05343990982196653028
   0.32385403348255914491     0.30995572637206164623
   0.21911942701204198403     0.24325624423848901667
   0.32043118767793826729     0.33572724079395360741
   0.24759826586225530676     0.25006614181176550771
  -0.31521704126878363761    -0.30686681204220744856
   0.18593760302536041507     0.20909988955817757073
  -0.08168412856511264586    -0.07869735016229029156
   0.09780960827543552782     0.10662872761548904121
  -0.12902139133170642538    -0.18315433323037452751
  -0.24061807831384468548    -0.24445000093529734020
   0.47223805172352678605     0.46260071153312565251
   0.27430993435723338703     0.31985020909022959801
   0.43795485165645126058     0.44970597545320112332
  -0.09182878274888893466    -0.09562855005962433985
   0.01331817873616639863    -0.00134810109016140697
